Date,School,Enrollment,Attendance,Hamburger,Pizza,HotDog,Skipped
2016-01-18,West Jefferson M.S.,233,193,19,17,98,59
2016-01-18,North Lincoln M.S.,474,405,29,37,183,156
2016-01-18,Central Arthur H.S.,497,378,166,111,16,85
2016-01-19,West Lincoln M.S.,435,400,58,27,139,176
2016-01-19,North Jefferson H.S.,452,360,46,16,220,78
2016-01-19,Outer Roosevelt M.S.,181,180,44,86,24,26
2016-01-19,West York High,292,260,117,109,29,5
2016-01-19,West King M.S.,189,145,12,10,25,98
2016-01-19,East York H.S.,459,434,175,107,101,51
2016-01-19,West Lincoln High,266,222,109,12,79,22
2016-01-19,West Jefferson M.S.,233,196,61,25,5,105
2016-01-19,North Lincoln M.S.,474,426,31,64,81,250
2016-01-19,Central Arthur H.S.,497,408,72,170,96,70
2016-01-20,West Lincoln M.S.,435,343,155,105,29,54
2016-01-20,North Jefferson H.S.,452,384,174,150,26,34
2016-01-20,Outer Roosevelt M.S.,181,138,14,57,60,7
2016-01-20,West York High,292,262,18,2,29,213
2016-01-20,West King M.S.,189,175,83,28,51,13
2016-01-20,East York H.S.,459,402,180,91,99,32
2016-01-20,West Lincoln High,266,261,77,80,101,3
2016-01-20,West Jefferson M.S.,233,225,52,47,119,7
2016-01-20,North Lincoln M.S.,474,471,25,108,280,58
2016-01-20,Central Arthur H.S.,497,380,4,15,263,98
2016-01-21,West Lincoln M.S.,435,374,135,90,114,35
2016-01-21,North Jefferson H.S.,452,411,149,182,31,49
2016-01-21,Outer Roosevelt M.S.,181,163,36,59,43,25
2016-01-21,West York High,292,276,150,74,43,9
2016-01-21,West King M.S.,189,179,47,46,29,57
2016-01-21,East York H.S.,459,446,8,19,32,387
2016-01-21,West Lincoln High,266,224,110,94,9,11
2016-01-21,West Jefferson M.S.,233,213,96,93,18,6
2016-01-21,North Lincoln M.S.,474,450,37,223,136,54
2016-01-21,Central Arthur H.S.,497,412,0,62,146,204
2016-01-22,West Lincoln M.S.,435,377,10,2,253,112
2016-01-22,North Jefferson H.S.,452,381,81,134,156,10
2016-01-22,Outer Roosevelt M.S.,181,130,63,16,25,26
2016-01-22,West York High,292,257,25,43,38,151
2016-01-22,West King M.S.,189,148,61,25,30,32
2016-01-22,East York H.S.,459,435,233,50,11,141
2016-01-22,West Lincoln High,266,222,75,4,63,80
2016-01-22,West Jefferson M.S.,233,228,60,87,74,7
2016-01-22,North Lincoln M.S.,474,457,96,47,251,63
2016-01-22,Central Arthur H.S.,497,418,231,80,94,13
2016-01-25,West Lincoln M.S.,435,398,112,24,44,218
2016-01-25,North Jefferson H.S.,452,400,100,159,55,86
2016-01-25,Outer Roosevelt M.S.,181,161,83,49,3,26
2016-01-25,West York High,292,243,75,73,10,85
2016-01-25,West King M.S.,189,161,80,4,48,29
2016-01-25,East York H.S.,459,436,205,98,43,90
2016-01-25,West Lincoln High,266,253,44,113,25,71
2016-01-25,West Jefferson M.S.,233,207,110,13,69,15
2016-01-25,North Lincoln M.S.,474,449,27,110,105,207
2016-01-25,Central Arthur H.S.,497,455,60,84,211,100
2016-01-26,West Lincoln M.S.,435,415,56,144,201,14
2016-01-26,North Jefferson H.S.,452,448,113,25,127,183
2016-01-26,Outer Roosevelt M.S.,181,162,51,19,41,51
2016-01-26,West York High,292,278,107,71,73,27
2016-01-26,West King M.S.,189,188,37,25,89,37
2016-01-26,East York H.S.,459,412,188,48,96,80
2016-01-26,West Lincoln High,266,250,75,111,2,62
2016-01-26,West Jefferson M.S.,233,200,119,50,2,29
2016-01-26,North Lincoln M.S.,474,427,53,18,216,140
2016-01-26,Central Arthur H.S.,497,383,31,182,159,11
2016-01-27,West Lincoln M.S.,435,375,16,26,205,128
2016-01-27,North Jefferson H.S.,452,371,200,73,24,74
2016-01-27,Outer Roosevelt M.S.,181,133,36,47,26,24
2016-01-27,West York High,292,256,95,125,26,10
2016-01-27,West King M.S.,189,144,44,64,8,28
2016-01-27,East York H.S.,459,436,142,32,150,112
2016-01-27,West Lincoln High,266,260,0,98,5,157
2016-01-27,West Jefferson M.S.,233,221,118,20,18,65
2016-01-27,North Lincoln M.S.,474,435,4,148,279,4
2016-01-27,Central Arthur H.S.,497,473,105,23,227,118
2016-01-28,West Lincoln M.S.,435,397,188,80,39,90
2016-01-28,North Jefferson H.S.,452,421,57,1,241,122
2016-01-28,Outer Roosevelt M.S.,181,153,43,31,63,16
2016-01-28,West York High,292,240,135,11,60,34
2016-01-28,West King M.S.,189,155,83,63,0,9
2016-01-28,East York H.S.,459,444,253,43,72,76
2016-01-28,West Lincoln High,266,224,39,106,47,32
2016-01-28,West Jefferson M.S.,233,224,51,81,38,54
2016-01-28,North Lincoln M.S.,474,381,17,52,188,124
2016-01-28,Central Arthur H.S.,497,496,227,241,11,17
2016-01-29,West Lincoln M.S.,435,385,14,53,191,127
2016-01-29,North Jefferson H.S.,452,422,97,73,123,129
2016-01-29,Outer Roosevelt M.S.,181,162,45,36,38,43
2016-01-29,West York High,292,280,66,53,27,134
2016-01-29,West King M.S.,189,161,23,57,26,55
2016-01-29,East York H.S.,459,441,130,182,47,82
2016-01-29,West Lincoln High,266,257,19,127,63,48
2016-01-29,West Jefferson M.S.,233,199,24,69,43,63
2016-01-29,North Lincoln M.S.,474,434,235,75,85,39
2016-01-29,Central Arthur H.S.,497,479,89,126,263,1
2016-02-01,West Lincoln M.S.,435,384,62,118,163,41
2016-02-01,North Jefferson H.S.,452,347,105,119,73,50
2016-02-01,Outer Roosevelt M.S.,181,142,23,15,98,6
2016-02-01,West York High,292,238,5,21,43,169
2016-02-01,West King M.S.,189,176,89,18,49,20
2016-02-01,East York H.S.,459,422,44,147,217,14
2016-02-01,West Lincoln High,266,255,30,45,151,29
2016-02-01,West Jefferson M.S.,233,209,117,1,77,14
2016-02-01,North Lincoln M.S.,474,451,192,104,0,155
2016-02-01,Central Arthur H.S.,497,400,9,56,273,62
2016-02-02,West Lincoln M.S.,435,427,43,206,174,4
2016-02-02,North Jefferson H.S.,452,368,0,79,41,248
2016-02-02,Outer Roosevelt M.S.,181,142,71,35,21,15
2016-02-02,West York High,292,240,133,13,74,20
2016-02-02,West King M.S.,189,165,73,70,2,20
2016-02-02,East York H.S.,459,405,98,16,30,261
2016-02-02,West Lincoln High,266,235,133,52,17,33
2016-02-02,West Jefferson M.S.,233,213,79,36,66,32
2016-02-02,North Lincoln M.S.,474,454,161,48,143,102
2016-02-02,Central Arthur H.S.,497,391,141,20,78,152
2016-02-03,West Lincoln M.S.,435,390,114,147,102,27
2016-02-03,North Jefferson H.S.,452,370,180,115,48,27
2016-02-03,Outer Roosevelt M.S.,181,129,55,11,27,36
2016-02-03,West York High,292,258,73,115,45,25
2016-02-03,West King M.S.,189,145,18,30,53,44
2016-02-03,East York H.S.,459,435,125,13,230,67
2016-02-03,West Lincoln High,266,249,122,60,0,67
2016-02-03,West Jefferson M.S.,233,186,70,9,73,34
2016-02-03,North Lincoln M.S.,474,453,46,159,74,174
2016-02-03,Central Arthur H.S.,497,402,88,28,241,45
2016-02-04,West Lincoln M.S.,435,365,59,145,21,140
2016-02-04,North Jefferson H.S.,452,436,129,103,106,98
2016-02-04,Outer Roosevelt M.S.,181,171,101,11,4,55
2016-02-04,West York High,292,235,48,89,18,80
2016-02-04,West King M.S.,189,154,43,31,0,80
2016-02-04,East York H.S.,459,417,80,36,23,278
2016-02-04,West Lincoln High,266,245,18,5,38,184
2016-02-04,West Jefferson M.S.,233,189,69,63,23,34
2016-02-04,North Lincoln M.S.,474,401,51,37,294,19
2016-02-04,Central Arthur H.S.,497,412,82,54,140,136
2016-02-05,West Lincoln M.S.,435,359,26,144,131,58
2016-02-05,North Jefferson H.S.,452,355,179,4,62,110
2016-02-05,Outer Roosevelt M.S.,181,174,38,3,85,48
2016-02-05,West York High,292,281,143,7,65,66
2016-02-05,West King M.S.,189,169,25,5,127,12
2016-02-05,East York H.S.,459,449,160,116,81,92
2016-02-05,West Lincoln High,266,233,124,79,25,5
2016-02-05,West Jefferson M.S.,233,216,18,83,104,11
2016-02-05,North Lincoln M.S.,474,431,31,12,167,221
2016-02-05,Central Arthur H.S.,497,409,241,138,20,10
2016-02-08,West Lincoln M.S.,435,343,13,9,311,10
2016-02-08,North Jefferson H.S.,452,352,207,54,13,78
2016-02-08,Outer Roosevelt M.S.,181,155,22,14,29,90
2016-02-08,West York High,292,291,167,35,31,58
2016-02-08,West King M.S.,189,184,0,49,8,127
2016-02-08,East York H.S.,459,407,121,136,0,150
2016-02-08,West Lincoln High,266,256,7,14,85,150
2016-02-08,West Jefferson M.S.,233,181,34,42,50,55
2016-02-08,North Lincoln M.S.,474,438,172,206,5,55
2016-02-08,Central Arthur H.S.,497,491,163,10,165,153
2016-02-09,West Lincoln M.S.,435,378,222,129,18,9
2016-02-09,North Jefferson H.S.,452,410,107,174,24,105
2016-02-09,Outer Roosevelt M.S.,181,137,47,32,40,18
2016-02-09,West York High,292,274,149,8,0,117
2016-02-09,West King M.S.,189,181,4,69,39,69
2016-02-09,East York H.S.,459,412,243,96,60,13
2016-02-09,West Lincoln High,266,259,102,62,19,76
2016-02-09,West Jefferson M.S.,233,218,97,42,2,77
2016-02-09,North Lincoln M.S.,474,436,24,21,275,116
2016-02-09,Central Arthur H.S.,497,456,207,153,92,4
2016-02-10,West Lincoln M.S.,435,400,130,5,48,217
2016-02-10,North Jefferson H.S.,452,358,201,20,9,128
2016-02-10,Outer Roosevelt M.S.,181,131,11,37,76,7
2016-02-10,West York High,292,250,86,94,66,4
2016-02-10,West King M.S.,189,186,79,12,50,45
2016-02-10,East York H.S.,459,418,177,113,77,51
2016-02-10,West Lincoln High,266,246,16,80,15,135
2016-02-10,West Jefferson M.S.,233,215,36,41,98,40
2016-02-10,North Lincoln M.S.,474,433,118,139,158,18
2016-02-10,Central Arthur H.S.,497,428,213,188,9,18
2016-02-11,West Lincoln M.S.,435,416,14,11,387,4
2016-02-11,North Jefferson H.S.,452,401,175,28,18,180
2016-02-11,Outer Roosevelt M.S.,181,180,27,1,25,127
2016-02-11,West York High,292,271,112,127,7,25
2016-02-11,West King M.S.,189,170,36,64,67,3
2016-02-11,East York H.S.,459,457,245,95,103,14
2016-02-11,West Lincoln High,266,231,62,105,57,7
2016-02-11,West Jefferson M.S.,233,227,10,97,76,44
2016-02-11,North Lincoln M.S.,474,374,44,50,86,194
2016-02-11,Central Arthur H.S.,497,473,67,162,119,125
2016-02-12,West Lincoln M.S.,435,428,132,102,58,136
2016-02-12,North Jefferson H.S.,452,395,195,66,125,9
2016-02-12,Outer Roosevelt M.S.,181,140,83,32,22,3
2016-02-12,West York High,292,260,23,129,65,43
2016-02-12,West King M.S.,189,179,18,89,66,6
2016-02-12,East York H.S.,459,405,231,110,58,6
2016-02-12,West Lincoln High,266,231,52,28,50,101
2016-02-12,West Jefferson M.S.,233,231,100,10,30,91
2016-02-12,North Lincoln M.S.,474,463,212,99,83,69
2016-02-12,Central Arthur H.S.,497,426,228,194,0,4
2016-02-15,West Lincoln M.S.,435,360,39,81,129,111
2016-02-15,North Jefferson H.S.,452,375,69,10,192,104
2016-02-15,Outer Roosevelt M.S.,181,143,78,33,17,15
2016-02-15,West York High,292,245,9,6,24,206
2016-02-15,West King M.S.,189,165,73,66,0,26
2016-02-15,East York H.S.,459,429,33,154,55,187
2016-02-15,West Lincoln High,266,240,125,109,0,6
2016-02-15,West Jefferson M.S.,233,213,24,38,55,96
2016-02-15,North Lincoln M.S.,474,421,112,158,137,14
2016-02-15,Central Arthur H.S.,497,491,224,6,216,45
2016-02-16,West Lincoln M.S.,435,349,178,125,12,34
2016-02-16,North Jefferson H.S.,452,440,107,142,78,113
2016-02-16,Outer Roosevelt M.S.,181,149,80,6,16,47
2016-02-16,West York High,292,239,9,106,15,109
2016-02-16,West King M.S.,189,169,9,46,47,67
2016-02-16,East York H.S.,459,403,66,33,244,60
2016-02-16,West Lincoln High,266,240,17,117,102,4
2016-02-16,West Jefferson M.S.,233,189,29,61,68,31
2016-02-16,North Lincoln M.S.,474,397,117,164,56,60
2016-02-16,Central Arthur H.S.,497,430,30,53,266,81
2016-02-17,West Lincoln M.S.,435,425,144,64,62,155
2016-02-17,North Jefferson H.S.,452,411,102,69,78,162
2016-02-17,Outer Roosevelt M.S.,181,170,69,4,8,89
2016-02-17,West York High,292,247,34,96,94,23
2016-02-17,West King M.S.,189,145,81,7,24,33
2016-02-17,East York H.S.,459,437,115,136,91,95
2016-02-17,West Lincoln High,266,259,99,35,88,37
2016-02-17,West Jefferson M.S.,233,206,46,40,102,18
2016-02-17,North Lincoln M.S.,474,368,139,100,16,113
2016-02-17,Central Arthur H.S.,497,451,66,5,170,210
2016-02-18,West Lincoln M.S.,435,407,229,134,30,14
2016-02-18,North Jefferson H.S.,452,381,34,117,196,34
2016-02-18,Outer Roosevelt M.S.,181,151,24,11,15,101
2016-02-18,West York High,292,238,19,114,40,65
2016-02-18,West King M.S.,189,142,4,30,13,95
2016-02-18,East York H.S.,459,433,128,16,277,12
2016-02-18,West Lincoln High,266,248,34,12,71,131
2016-02-18,West Jefferson M.S.,233,230,24,102,73,31
2016-02-18,North Lincoln M.S.,474,395,131,38,198,28
2016-02-18,Central Arthur H.S.,497,496,172,9,2,313
2016-02-19,West Lincoln M.S.,435,385,60,50,86,189
2016-02-19,North Jefferson H.S.,452,391,50,135,6,200
2016-02-19,Outer Roosevelt M.S.,181,143,69,55,11,8
2016-02-19,West York High,292,257,110,89,53,5
2016-02-19,West King M.S.,189,150,29,67,28,26
2016-02-19,East York H.S.,459,434,2,108,222,102
2016-02-19,West Lincoln High,266,244,86,7,60,91
2016-02-19,West Jefferson M.S.,233,209,11,20,22,156
2016-02-19,North Lincoln M.S.,474,419,23,39,246,111
2016-02-19,Central Arthur H.S.,497,487,184,128,122,53
2016-02-22,West Lincoln M.S.,435,410,13,187,161,49
2016-02-22,North Jefferson H.S.,452,353,113,124,78,38
2016-02-22,Outer Roosevelt M.S.,181,132,78,23,14,17
2016-02-22,West York High,292,269,37,61,28,143
2016-02-22,West King M.S.,189,186,34,68,1,83
2016-02-22,East York H.S.,459,407,207,82,33,85
2016-02-22,West Lincoln High,266,223,85,9,74,55
2016-02-22,West Jefferson M.S.,233,220,36,54,85,45
2016-02-22,North Lincoln M.S.,474,393,183,150,56,4
2016-02-22,Central Arthur H.S.,497,473,61,71,275,66
2016-02-23,West Lincoln M.S.,435,376,118,102,112,44
2016-02-23,North Jefferson H.S.,452,441,35,213,50,143
2016-02-23,Outer Roosevelt M.S.,181,155,55,36,23,41
2016-02-23,West York High,292,257,80,10,42,125
2016-02-23,West King M.S.,189,184,4,45,92,43
2016-02-23,East York H.S.,459,451,88,195,94,74
2016-02-23,West Lincoln High,266,240,21,56,79,84
2016-02-23,West Jefferson M.S.,233,193,6,95,61,31
2016-02-23,North Lincoln M.S.,474,445,243,58,125,19
2016-02-23,Central Arthur H.S.,497,419,226,100,73,20
2016-02-24,West Lincoln M.S.,435,428,66,193,27,142
2016-02-24,North Jefferson H.S.,452,433,166,128,112,27
2016-02-24,Outer Roosevelt M.S.,181,144,6,9,42,87
2016-02-24,West York High,292,276,30,12,180,54
2016-02-24,West King M.S.,189,167,82,16,4,65
2016-02-24,East York H.S.,459,412,101,136,124,51
2016-02-24,West Lincoln High,266,239,120,25,43,51
2016-02-24,West Jefferson M.S.,233,186,72,0,25,89
2016-02-24,North Lincoln M.S.,474,415,28,76,111,200
2016-02-24,Central Arthur H.S.,497,443,138,22,52,231
2016-02-25,West Lincoln M.S.,435,388,7,59,273,49
2016-02-25,North Jefferson H.S.,452,377,206,115,15,41
2016-02-25,Outer Roosevelt M.S.,181,137,38,45,6,48
2016-02-25,West York High,292,273,108,42,48,75
2016-02-25,West King M.S.,189,153,89,5,35,24
2016-02-25,East York H.S.,459,402,43,45,22,292
2016-02-25,West Lincoln High,266,256,141,100,4,11
2016-02-25,West Jefferson M.S.,233,185,43,44,81,17
2016-02-25,North Lincoln M.S.,474,460,75,42,49,294
2016-02-25,Central Arthur H.S.,497,415,52,114,42,207
2016-02-26,West Lincoln M.S.,435,346,80,146,8,112
2016-02-26,North Jefferson H.S.,452,441,214,120,31,76
2016-02-26,Outer Roosevelt M.S.,181,162,63,34,35,30
2016-02-26,West York High,292,240,113,96,24,7
2016-02-26,West King M.S.,189,151,11,58,39,43
2016-02-26,East York H.S.,459,421,240,161,1,19
2016-02-26,West Lincoln High,266,263,38,101,49,75
2016-02-26,West Jefferson M.S.,233,227,56,93,74,4
2016-02-26,North Lincoln M.S.,474,465,132,62,230,41
2016-02-26,Central Arthur H.S.,497,456,103,79,28,246
2016-02-29,West Lincoln M.S.,435,380,160,152,33,35
2016-02-29,North Jefferson H.S.,452,442,27,73,40,302
2016-02-29,Outer Roosevelt M.S.,181,148,10,6,12,120
2016-02-29,West York High,292,262,155,22,41,44
2016-02-29,West King M.S.,189,180,12,24,41,103
2016-02-29,East York H.S.,459,405,226,40,50,89
2016-02-29,West Lincoln High,266,224,66,3,98,57
2016-02-29,West Jefferson M.S.,233,228,34,30,39,125
2016-02-29,North Lincoln M.S.,474,468,190,77,161,40
2016-02-29,Central Arthur H.S.,497,429,243,106,71,9
2016-03-01,West Lincoln M.S.,435,395,222,0,146,27
2016-03-01,North Jefferson H.S.,452,416,127,40,247,2
2016-03-01,Outer Roosevelt M.S.,181,165,0,17,4,144
2016-03-01,West York High,292,269,44,65,126,34
2016-03-01,West King M.S.,189,156,6,67,8,75
2016-03-01,East York H.S.,459,454,27,26,134,267
2016-03-01,West Lincoln High,266,238,44,101,82,11
2016-03-01,West Jefferson M.S.,233,198,108,26,54,10
2016-03-01,North Lincoln M.S.,474,461,121,220,17,103
2016-03-01,Central Arthur H.S.,497,408,35,100,118,155
2016-03-02,West Lincoln M.S.,435,368,78,122,132,36
2016-03-02,North Jefferson H.S.,452,355,164,12,63,116
2016-03-02,Outer Roosevelt M.S.,181,130,26,47,50,7
2016-03-02,West York High,292,274,28,62,95,89
2016-03-02,West King M.S.,189,155,58,16,7,74
2016-03-02,East York H.S.,459,409,204,13,35,157
2016-03-02,West Lincoln High,266,246,121,110,10,5
2016-03-02,West Jefferson M.S.,233,217,10,95,110,2
2016-03-02,North Lincoln M.S.,474,435,25,148,67,195
2016-03-02,Central Arthur H.S.,497,473,137,143,114,79
2016-03-03,West Lincoln M.S.,435,390,179,106,79,26
2016-03-03,North Jefferson H.S.,452,421,230,35,89,67
2016-03-03,Outer Roosevelt M.S.,181,164,66,68,4,26
2016-03-03,West York High,292,242,68,38,62,74
2016-03-03,West King M.S.,189,171,35,35,35,66
2016-03-03,East York H.S.,459,447,197,113,126,11
2016-03-03,West Lincoln High,266,247,72,67,22,86
2016-03-03,West Jefferson M.S.,233,211,40,27,46,98
2016-03-03,North Lincoln M.S.,474,399,114,180,83,22
2016-03-03,Central Arthur H.S.,497,451,3,140,246,62
2016-03-04,West Lincoln M.S.,435,413,230,74,50,59
2016-03-04,North Jefferson H.S.,452,444,82,98,78,186
2016-03-04,Outer Roosevelt M.S.,181,144,10,44,47,43
2016-03-04,West York High,292,283,25,120,36,102
2016-03-04,West King M.S.,189,179,51,40,25,63
2016-03-04,East York H.S.,459,424,173,20,144,87
2016-03-04,West Lincoln High,266,255,100,56,2,97
2016-03-04,West Jefferson M.S.,233,216,65,17,53,81
2016-03-04,North Lincoln M.S.,474,373,200,153,11,9
2016-03-04,Central Arthur H.S.,497,426,100,122,180,24
2016-03-07,West Lincoln M.S.,435,384,0,143,238,3
2016-03-07,North Jefferson H.S.,452,401,180,192,1,28
2016-03-07,Outer Roosevelt M.S.,181,139,41,57,13,28
2016-03-07,West York High,292,286,62,142,2,80
2016-03-07,West King M.S.,189,167,98,52,3,14
2016-03-07,East York H.S.,459,438,69,8,341,20
2016-03-07,West Lincoln High,266,221,108,24,59,30
2016-03-07,West Jefferson M.S.,233,187,0,80,58,49
2016-03-07,North Lincoln M.S.,474,376,94,40,143,99
2016-03-07,Central Arthur H.S.,497,455,112,172,10,161
2016-03-08,West Lincoln M.S.,435,393,18,23,43,309
2016-03-08,North Jefferson H.S.,452,385,146,138,88,13
2016-03-08,Outer Roosevelt M.S.,181,172,5,34,58,75
2016-03-08,West York High,292,289,44,107,15,123
2016-03-08,West King M.S.,189,148,79,62,2,5
2016-03-08,East York H.S.,459,458,214,65,112,67
2016-03-08,West Lincoln High,266,264,85,122,27,30
2016-03-08,West Jefferson M.S.,233,195,12,56,96,31
2016-03-08,North Lincoln M.S.,474,373,122,161,72,18
2016-03-08,Central Arthur H.S.,497,449,115,9,279,46
2016-03-09,West Lincoln M.S.,435,425,56,194,167,8
2016-03-09,North Jefferson H.S.,452,411,16,180,122,93
2016-03-09,Outer Roosevelt M.S.,181,151,49,24,58,20
2016-03-09,West York High,292,245,107,37,92,9
2016-03-09,West King M.S.,189,185,105,62,2,16
2016-03-09,East York H.S.,459,452,21,155,113,163
2016-03-09,West Lincoln High,266,265,131,124,3,7
2016-03-09,West Jefferson M.S.,233,197,84,23,38,52
2016-03-09,North Lincoln M.S.,474,415,36,55,93,231
2016-03-09,Central Arthur H.S.,497,427,88,9,268,62
2016-03-10,West Lincoln M.S.,435,343,130,66,27,120
2016-03-10,North Jefferson H.S.,452,367,19,139,93,116
2016-03-10,Outer Roosevelt M.S.,181,135,5,10,26,94
2016-03-10,West York High,292,277,21,115,74,67
2016-03-10,West King M.S.,189,179,20,65,1,93
2016-03-10,East York H.S.,459,423,130,5,12,276
2016-03-10,West Lincoln High,266,247,43,90,49,65
2016-03-10,West Jefferson M.S.,233,210,68,44,24,74
2016-03-10,North Lincoln M.S.,474,393,2,99,14,278
2016-03-10,Central Arthur H.S.,497,482,255,160,37,30
2016-03-11,West Lincoln M.S.,435,350,1,56,243,50
2016-03-11,North Jefferson H.S.,452,450,245,157,29,19
2016-03-11,Outer Roosevelt M.S.,181,141,62,49,13,17
2016-03-11,West York High,292,290,143,15,84,48
2016-03-11,West King M.S.,189,173,35,12,58,68
2016-03-11,East York H.S.,459,409,15,38,26,330
2016-03-11,West Lincoln High,266,262,101,30,58,73
2016-03-11,West Jefferson M.S.,233,211,7,96,97,11
2016-03-11,North Lincoln M.S.,474,435,2,30,172,231
2016-03-11,Central Arthur H.S.,497,446,73,221,105,47
2016-03-14,West Lincoln M.S.,435,416,77,143,148,48
2016-03-14,North Jefferson H.S.,452,398,22,69,31,276
2016-03-14,Outer Roosevelt M.S.,181,178,42,30,57,49
2016-03-14,West York High,292,288,74,95,87,32
2016-03-14,West King M.S.,189,150,25,23,39,63
2016-03-14,East York H.S.,459,410,122,194,64,30
2016-03-14,West Lincoln High,266,250,22,34,68,126
2016-03-14,West Jefferson M.S.,233,197,80,22,4,91
2016-03-14,North Lincoln M.S.,474,436,216,192,23,5
2016-03-14,Central Arthur H.S.,497,491,251,95,135,10
2016-03-15,West Lincoln M.S.,435,390,87,127,119,57
2016-03-15,North Jefferson H.S.,452,356,101,4,163,88
2016-03-15,Outer Roosevelt M.S.,181,178,96,32,34,16
2016-03-15,West York High,292,248,42,6,179,21
2016-03-15,West King M.S.,189,180,46,13,66,55
2016-03-15,East York H.S.,459,436,168,186,68,14
2016-03-15,West Lincoln High,266,262,21,36,139,66
2016-03-15,West Jefferson M.S.,233,187,62,29,4,92
2016-03-15,North Lincoln M.S.,474,384,107,21,246,10
2016-03-15,Central Arthur H.S.,497,422,107,13,257,45
2016-03-16,West Lincoln M.S.,435,353,169,47,25,112
2016-03-16,North Jefferson H.S.,452,368,18,18,297,35
2016-03-16,Outer Roosevelt M.S.,181,161,56,70,27,8
2016-03-16,West York High,292,245,17,69,91,68
2016-03-16,West King M.S.,189,165,68,45,1,51
2016-03-16,East York H.S.,459,413,209,183,14,7
2016-03-16,West Lincoln High,266,260,77,90,16,77
2016-03-16,West Jefferson M.S.,233,188,110,13,61,4
2016-03-16,North Lincoln M.S.,474,448,84,179,49,136
2016-03-16,Central Arthur H.S.,497,488,162,90,226,10
2016-03-17,West Lincoln M.S.,435,393,38,92,14,249
2016-03-17,North Jefferson H.S.,452,395,185,162,11,37
2016-03-17,Outer Roosevelt M.S.,181,164,29,2,119,14
2016-03-17,West York High,292,269,138,54,74,3
2016-03-17,West King M.S.,189,177,16,66,22,73
2016-03-17,East York H.S.,459,442,54,56,68,264
2016-03-17,West Lincoln High,266,240,92,1,92,55
2016-03-17,West Jefferson M.S.,233,196,41,85,18,52
2016-03-17,North Lincoln M.S.,474,371,118,15,85,153
2016-03-17,Central Arthur H.S.,497,495,160,113,54,168
2016-03-18,West Lincoln M.S.,435,369,195,5,15,154
2016-03-18,North Jefferson H.S.,452,371,208,119,18,26
2016-03-18,Outer Roosevelt M.S.,181,165,24,36,85,20
2016-03-18,West York High,292,257,78,5,23,151
2016-03-18,West King M.S.,189,172,4,42,16,110
2016-03-18,East York H.S.,459,424,73,159,175,17
2016-03-18,West Lincoln High,266,245,33,42,23,147
2016-03-18,West Jefferson M.S.,233,190,68,70,31,21
2016-03-18,North Lincoln M.S.,474,391,183,126,60,22
2016-03-18,Central Arthur H.S.,497,493,135,176,152,30
2016-03-21,West Lincoln M.S.,435,374,54,126,191,3
2016-03-21,North Jefferson H.S.,452,377,93,114,67,103
2016-03-21,Outer Roosevelt M.S.,181,143,42,6,14,81
2016-03-21,West York High,292,238,53,117,29,39
2016-03-21,West King M.S.,189,177,42,62,55,18
2016-03-21,East York H.S.,459,413,27,113,19,254
2016-03-21,West Lincoln High,266,253,10,95,30,118
2016-03-21,West Jefferson M.S.,233,225,131,59,8,27
2016-03-21,North Lincoln M.S.,474,466,153,115,39,159
2016-03-21,Central Arthur H.S.,497,416,150,13,222,31
2016-03-22,West Lincoln M.S.,435,425,237,178,5,5
2016-03-22,North Jefferson H.S.,452,371,65,47,138,121
2016-03-22,Outer Roosevelt M.S.,181,137,16,58,41,22
2016-03-22,West York High,292,286,154,3,35,94
2016-03-22,West King M.S.,189,149,0,44,87,18
2016-03-22,East York H.S.,459,402,152,20,82,148
2016-03-22,West Lincoln High,266,260,145,5,81,29
2016-03-22,West Jefferson M.S.,233,202,103,86,1,12
2016-03-22,North Lincoln M.S.,474,440,135,140,1,164
2016-03-22,Central Arthur H.S.,497,491,254,109,87,41
2016-03-23,West Lincoln M.S.,435,346,21,72,137,116
2016-03-23,North Jefferson H.S.,452,447,99,34,5,309
2016-03-23,Outer Roosevelt M.S.,181,157,54,21,57,25
2016-03-23,West York High,292,273,19,13,86,155
2016-03-23,West King M.S.,189,156,3,27,74,52
2016-03-23,East York H.S.,459,450,102,198,42,108
2016-03-23,West Lincoln High,266,239,76,0,93,70
2016-03-23,West Jefferson M.S.,233,213,16,26,100,71
2016-03-23,North Lincoln M.S.,474,451,197,108,41,105
2016-03-23,Central Arthur H.S.,497,369,82,49,138,100
2016-03-24,West Lincoln M.S.,435,343,141,67,70,65
2016-03-24,North Jefferson H.S.,452,372,29,73,216,54
2016-03-24,Outer Roosevelt M.S.,181,159,13,16,15,115
2016-03-24,West York High,292,265,18,124,45,78
2016-03-24,West King M.S.,189,159,31,32,59,37
2016-03-24,East York H.S.,459,416,127,22,64,203
2016-03-24,West Lincoln High,266,230,15,35,54,126
2016-03-24,West Jefferson M.S.,233,202,63,81,6,52
2016-03-24,North Lincoln M.S.,474,405,23,161,103,118
2016-03-24,Central Arthur H.S.,497,376,195,151,0,30
2016-03-25,West Lincoln M.S.,435,381,153,111,49,68
2016-03-25,North Jefferson H.S.,452,418,205,29,90,94
2016-03-25,Outer Roosevelt M.S.,181,153,9,41,88,15
2016-03-25,West York High,292,263,51,26,173,13
2016-03-25,West King M.S.,189,148,34,27,25,62
2016-03-25,East York H.S.,459,446,19,181,217,29
