Date,DayOfWeek,School,Enrollment,Attendance,Hamburger,Pizza,HotDog,Skipped
2016-01-06,03-Wed,North Roosevelt M.S.,485,452,258,169,7,18
2016-01-06,03-Wed,West Lincoln High,213,212,100,38,30,44
2016-01-06,03-Wed,Outer Jefferson H.S.,482,444,74,131,232,7
2016-01-06,03-Wed,Central Washington H.S.,238,184,91,46,22,25
2016-01-06,03-Wed,West Truman H.S.,299,241,54,76,3,108
2016-01-06,03-Wed,Central Jefferson M.S.,413,401,2,34,235,130
2016-01-06,03-Wed,Central Roosevelt M.S.,332,317,180,49,29,59
2016-01-06,03-Wed,West Washington M.S.,148,113,11,32,35,35
2016-01-06,03-Wed,North King High,367,309,5,73,223,8
2016-01-06,03-Wed,South Jefferson H.S.,385,361,196,114,21,30
2016-01-06,03-Wed,North York H.S.,280,273,68,109,65,31
2016-01-06,03-Wed,East Roosevelt H.S.,195,170,36,44,66,24
2016-01-06,03-Wed,South Arthur High,414,385,193,61,44,87
2016-01-06,03-Wed,South Truman H.S.,319,301,158,20,39,84
2016-01-06,03-Wed,East Washington H.S.,212,199,28,59,78,34
2016-01-06,03-Wed,East York High,126,108,11,4,88,5
2016-01-06,03-Wed,South Washington High,332,257,14,106,103,34
2016-01-07,04-Thu,North Roosevelt M.S.,485,456,110,130,212,4
2016-01-07,04-Thu,West Lincoln High,213,207,7,148,37,15
2016-01-07,04-Thu,Outer Jefferson H.S.,482,469,153,21,37,258
2016-01-07,04-Thu,Central Washington H.S.,238,204,25,86,38,55
2016-01-07,04-Thu,West Truman H.S.,299,265,66,8,67,124
2016-01-07,04-Thu,Central Jefferson M.S.,413,330,133,161,18,18
2016-01-07,04-Thu,Central Roosevelt M.S.,332,323,98,29,189,7
2016-01-07,04-Thu,West Washington M.S.,148,143,8,39,46,50
2016-01-07,04-Thu,North King High,367,347,186,105,37,19
2016-01-07,04-Thu,South Jefferson H.S.,385,292,7,21,155,109
2016-01-07,04-Thu,North York H.S.,280,262,128,113,4,17
2016-01-07,04-Thu,East Roosevelt H.S.,195,179,97,74,4,4
2016-01-07,04-Thu,South Arthur High,414,401,89,116,63,133
2016-01-07,04-Thu,South Truman H.S.,319,290,136,56,14,84
2016-01-07,04-Thu,East Washington H.S.,212,209,5,30,80,94
2016-01-07,04-Thu,East York High,126,113,51,34,1,27
2016-01-07,04-Thu,South Washington High,332,254,92,91,7,64
2016-01-08,05-Fri,North Roosevelt M.S.,485,388,74,104,34,176
2016-01-08,05-Fri,West Lincoln High,213,207,30,52,100,25
2016-01-08,05-Fri,Outer Jefferson H.S.,482,480,165,134,113,68
2016-01-08,05-Fri,Central Washington H.S.,238,196,1,12,73,110
2016-01-08,05-Fri,West Truman H.S.,299,257,79,97,2,79
2016-01-08,05-Fri,Central Jefferson M.S.,413,355,29,80,192,54
2016-01-08,05-Fri,Central Roosevelt M.S.,332,290,115,69,0,106
2016-01-08,05-Fri,West Washington M.S.,148,124,9,57,46,12
2016-01-08,05-Fri,North King High,367,337,130,0,93,114
2016-01-08,05-Fri,South Jefferson H.S.,385,374,132,26,138,78
2016-01-08,05-Fri,North York H.S.,280,266,111,55,23,77
2016-01-08,05-Fri,East Roosevelt H.S.,195,172,64,69,0,39
2016-01-08,05-Fri,South Arthur High,414,413,126,119,16,152
2016-01-08,05-Fri,South Truman H.S.,319,318,188,13,107,10
2016-01-08,05-Fri,East Washington H.S.,212,197,51,70,24,52
2016-01-08,05-Fri,East York High,126,105,22,16,10,57
2016-01-08,05-Fri,South Washington High,332,289,17,108,7,157
2016-01-11,01-Mon,North Roosevelt M.S.,485,463,17,55,202,189
2016-01-11,01-Mon,West Lincoln High,213,212,11,52,107,42
2016-01-11,01-Mon,Outer Jefferson H.S.,482,441,147,10,4,280
2016-01-11,01-Mon,Central Washington H.S.,238,187,21,77,12,77
2016-01-11,01-Mon,West Truman H.S.,299,292,110,110,61,11
2016-01-11,01-Mon,Central Jefferson M.S.,413,351,5,3,156,187
2016-01-11,01-Mon,Central Roosevelt M.S.,332,296,108,116,9,63
2016-01-11,01-Mon,West Washington M.S.,148,117,40,2,8,67
2016-01-11,01-Mon,North King High,367,311,130,49,119,13
2016-01-11,01-Mon,South Jefferson H.S.,385,372,36,35,152,149
2016-01-11,01-Mon,North York H.S.,280,272,32,61,105,74
2016-01-11,01-Mon,East Roosevelt H.S.,195,179,22,52,92,13
2016-01-11,01-Mon,South Arthur High,414,377,84,33,31,229
2016-01-11,01-Mon,South Truman H.S.,319,307,160,101,17,29
2016-01-11,01-Mon,East Washington H.S.,212,190,5,50,62,73
2016-01-11,01-Mon,East York High,126,116,44,54,8,10
2016-01-11,01-Mon,South Washington High,332,267,52,0,191,24
2016-01-12,02-Tue,North Roosevelt M.S.,485,478,128,113,40,197
2016-01-12,02-Tue,West Lincoln High,213,209,73,70,54,12
2016-01-12,02-Tue,Outer Jefferson H.S.,482,461,155,79,51,176
2016-01-12,02-Tue,Central Washington H.S.,238,205,23,12,4,166
2016-01-12,02-Tue,West Truman H.S.,299,243,8,52,40,143
2016-01-12,02-Tue,Central Jefferson M.S.,413,403,136,155,14,98
2016-01-12,02-Tue,Central Roosevelt M.S.,332,306,58,85,139,24
2016-01-12,02-Tue,West Washington M.S.,148,143,79,49,9,6
2016-01-12,02-Tue,North King High,367,313,165,126,13,9
2016-01-12,02-Tue,South Jefferson H.S.,385,337,170,8,122,37
2016-01-12,02-Tue,North York H.S.,280,259,15,49,138,57
2016-01-12,02-Tue,East Roosevelt H.S.,195,169,25,39,96,9
2016-01-12,02-Tue,South Arthur High,414,370,119,113,126,12
2016-01-12,02-Tue,South Truman H.S.,319,303,159,99,22,23
2016-01-12,02-Tue,East Washington H.S.,212,204,0,50,97,57
2016-01-12,02-Tue,East York High,126,111,1,0,73,37
2016-01-12,02-Tue,South Washington High,332,275,162,61,31,21
2016-01-13,03-Wed,North Roosevelt M.S.,485,391,16,97,60,218
2016-01-13,03-Wed,West Lincoln High,213,202,60,32,72,38
2016-01-13,03-Wed,Outer Jefferson H.S.,482,452,41,184,78,149
2016-01-13,03-Wed,Central Washington H.S.,238,198,38,96,62,2
2016-01-13,03-Wed,West Truman H.S.,299,243,78,106,4,55
2016-01-13,03-Wed,Central Jefferson M.S.,413,357,60,51,132,114
2016-01-13,03-Wed,Central Roosevelt M.S.,332,298,95,39,71,93
2016-01-13,03-Wed,West Washington M.S.,148,110,32,20,1,57
2016-01-13,03-Wed,North King High,367,308,127,27,109,45
2016-01-13,03-Wed,South Jefferson H.S.,385,380,9,5,199,167
2016-01-13,03-Wed,North York H.S.,280,268,78,111,16,63
2016-01-13,03-Wed,East Roosevelt H.S.,195,176,87,71,14,4
2016-01-13,03-Wed,South Arthur High,414,380,194,36,60,90
2016-01-13,03-Wed,South Truman H.S.,319,308,116,131,38,23
2016-01-13,03-Wed,East Washington H.S.,212,186,39,80,29,38
2016-01-13,03-Wed,East York High,126,122,46,9,46,21
2016-01-13,03-Wed,South Washington High,332,251,121,102,9,19
2016-01-14,04-Thu,North Roosevelt M.S.,485,453,107,209,31,106
2016-01-14,04-Thu,West Lincoln High,213,204,4,100,25,75
2016-01-14,04-Thu,Outer Jefferson H.S.,482,456,38,124,288,6
2016-01-14,04-Thu,Central Washington H.S.,238,215,84,93,18,20
2016-01-14,04-Thu,West Truman H.S.,299,237,54,106,43,34
2016-01-14,04-Thu,Central Jefferson M.S.,413,335,118,70,88,59
2016-01-14,04-Thu,Central Roosevelt M.S.,332,317,31,120,34,132
2016-01-14,04-Thu,West Washington M.S.,148,125,62,48,5,10
2016-01-14,04-Thu,North King High,367,356,54,51,246,5
2016-01-14,04-Thu,South Jefferson H.S.,385,374,216,10,79,69
2016-01-14,04-Thu,North York H.S.,280,275,120,29,53,73
2016-01-14,04-Thu,East Roosevelt H.S.,195,176,41,5,116,14
2016-01-14,04-Thu,South Arthur High,414,354,169,50,10,125
2016-01-14,04-Thu,South Truman H.S.,319,286,163,56,46,21
2016-01-14,04-Thu,East Washington H.S.,212,186,9,11,85,81
2016-01-14,04-Thu,East York High,126,116,52,37,5,22
2016-01-14,04-Thu,South Washington High,332,261,29,77,75,80
2016-01-15,05-Fri,North Roosevelt M.S.,485,430,198,78,89,65
2016-01-15,05-Fri,West Lincoln High,213,211,51,100,44,16
2016-01-15,05-Fri,Outer Jefferson H.S.,482,452,165,129,11,147
2016-01-15,05-Fri,Central Washington H.S.,238,214,29,16,75,94
2016-01-15,05-Fri,West Truman H.S.,299,255,136,35,48,36
2016-01-15,05-Fri,Central Jefferson M.S.,413,411,32,38,125,216
2016-01-15,05-Fri,Central Roosevelt M.S.,332,284,118,125,19,22
2016-01-15,05-Fri,West Washington M.S.,148,132,6,35,36,55
2016-01-15,05-Fri,North King High,367,365,170,65,14,116
2016-01-15,05-Fri,South Jefferson H.S.,385,384,56,27,108,193
2016-01-15,05-Fri,North York H.S.,280,264,103,90,40,31
2016-01-15,05-Fri,East Roosevelt H.S.,195,184,106,64,2,12
2016-01-15,05-Fri,South Arthur High,414,346,22,134,2,188
2016-01-15,05-Fri,South Truman H.S.,319,285,22,61,87,115
2016-01-15,05-Fri,East Washington H.S.,212,203,113,81,6,3
2016-01-15,05-Fri,East York High,126,114,8,17,34,55
2016-01-15,05-Fri,South Washington High,332,264,26,69,48,121
2016-01-18,01-Mon,North Roosevelt M.S.,485,427,163,122,24,118
2016-01-18,01-Mon,West Lincoln High,213,209,14,91,20,84
2016-01-18,01-Mon,Outer Jefferson H.S.,482,443,18,12,182,231
2016-01-18,01-Mon,Central Washington H.S.,238,220,83,41,12,84
2016-01-18,01-Mon,West Truman H.S.,299,275,52,7,31,185
2016-01-18,01-Mon,Central Jefferson M.S.,413,366,19,122,4,221
2016-01-18,01-Mon,Central Roosevelt M.S.,332,318,35,107,102,74
2016-01-18,01-Mon,West Washington M.S.,148,113,35,48,1,29
2016-01-18,01-Mon,North King High,367,328,70,120,90,48
2016-01-18,01-Mon,South Jefferson H.S.,385,333,19,29,59,226
2016-01-18,01-Mon,North York H.S.,280,257,60,100,92,5
2016-01-18,01-Mon,East Roosevelt H.S.,195,190,26,43,45,76
2016-01-18,01-Mon,South Arthur High,414,350,74,87,115,74
2016-01-18,01-Mon,South Truman H.S.,319,296,136,144,8,8
2016-01-18,01-Mon,East Washington H.S.,212,198,51,98,39,10
2016-01-18,01-Mon,East York High,126,105,12,37,13,43
2016-01-18,01-Mon,South Washington High,332,303,168,20,61,54
2016-01-19,02-Tue,North Roosevelt M.S.,485,479,20,226,153,80
2016-01-19,02-Tue,West Lincoln High,213,207,116,62,4,25
2016-01-19,02-Tue,Outer Jefferson H.S.,482,453,140,27,265,21
2016-01-19,02-Tue,Central Washington H.S.,238,189,63,73,26,27
2016-01-19,02-Tue,West Truman H.S.,299,258,104,111,21,22
2016-01-19,02-Tue,Central Jefferson M.S.,413,403,75,160,121,47
2016-01-19,02-Tue,Central Roosevelt M.S.,332,299,2,130,20,147
2016-01-19,02-Tue,West Washington M.S.,148,119,39,15,14,51
2016-01-19,02-Tue,North King High,367,309,180,3,0,126
2016-01-19,02-Tue,South Jefferson H.S.,385,289,34,78,156,21
2016-01-19,02-Tue,North York H.S.,280,274,74,83,59,58
2016-01-19,02-Tue,East Roosevelt H.S.,195,176,60,61,10,45
2016-01-19,02-Tue,South Arthur High,414,393,38,29,40,286
2016-01-19,02-Tue,South Truman H.S.,319,292,153,128,0,11
2016-01-19,02-Tue,East Washington H.S.,212,208,92,99,3,14
2016-01-19,02-Tue,East York High,126,110,63,40,0,7
2016-01-19,02-Tue,South Washington High,332,262,107,26,120,9
2016-01-20,03-Wed,North Roosevelt M.S.,485,395,7,21,86,281
2016-01-20,03-Wed,West Lincoln High,213,205,15,17,64,109
2016-01-20,03-Wed,Outer Jefferson H.S.,482,452,77,48,39,288
2016-01-20,03-Wed,Central Washington H.S.,238,197,33,18,19,127
2016-01-20,03-Wed,West Truman H.S.,299,260,118,63,41,38
2016-01-20,03-Wed,Central Jefferson M.S.,413,402,29,129,185,59
2016-01-20,03-Wed,Central Roosevelt M.S.,332,319,70,146,16,87
2016-01-20,03-Wed,West Washington M.S.,148,137,71,53,7,6
2016-01-20,03-Wed,North King High,367,319,114,84,98,23
2016-01-20,03-Wed,South Jefferson H.S.,385,310,75,126,63,46
2016-01-20,03-Wed,North York H.S.,280,267,0,12,213,42
2016-01-20,03-Wed,East Roosevelt H.S.,195,188,23,67,91,7
2016-01-20,03-Wed,South Arthur High,414,401,1,165,229,6
2016-01-20,03-Wed,South Truman H.S.,319,307,46,139,104,18
2016-01-20,03-Wed,East Washington H.S.,212,207,104,72,6,25
2016-01-20,03-Wed,East York High,126,124,40,52,1,31
2016-01-20,03-Wed,South Washington High,332,263,153,19,40,51
2016-01-21,04-Thu,North Roosevelt M.S.,485,476,275,50,77,74
2016-01-21,04-Thu,West Lincoln High,213,208,17,161,40,-10
2016-01-21,04-Thu,Outer Jefferson H.S.,482,464,75,14,271,104
2016-01-21,04-Thu,Central Washington H.S.,238,206,66,8,60,72
2016-01-21,04-Thu,West Truman H.S.,299,270,33,46,52,139
2016-01-21,04-Thu,Central Jefferson M.S.,413,341,95,25,19,202
2016-01-21,04-Thu,Central Roosevelt M.S.,332,292,59,73,125,35
2016-01-21,04-Thu,West Washington M.S.,148,126,62,17,40,7
2016-01-21,04-Thu,North King High,367,331,128,40,156,7
2016-01-21,04-Thu,South Jefferson H.S.,385,366,193,56,72,45
2016-01-21,04-Thu,North York H.S.,280,261,46,52,100,63
2016-01-21,04-Thu,East Roosevelt H.S.,195,194,6,36,40,112
2016-01-21,04-Thu,South Arthur High,414,390,113,153,108,16
2016-01-21,04-Thu,South Truman H.S.,319,310,165,27,39,79
2016-01-21,04-Thu,East Washington H.S.,212,203,89,82,21,11
2016-01-21,04-Thu,East York High,126,123,49,21,50,3
2016-01-21,04-Thu,South Washington High,332,325,142,62,113,8
2016-01-22,05-Fri,North Roosevelt M.S.,485,390,10,105,8,267
2016-01-22,05-Fri,West Lincoln High,213,209,114,84,3,8
2016-01-22,05-Fri,Outer Jefferson H.S.,482,441,18,166,124,133
2016-01-22,05-Fri,Central Washington H.S.,238,218,8,97,93,20
2016-01-22,05-Fri,West Truman H.S.,299,286,157,123,1,5
2016-01-22,05-Fri,Central Jefferson M.S.,413,378,195,58,82,43
2016-01-22,05-Fri,Central Roosevelt M.S.,332,330,21,112,115,82
2016-01-22,05-Fri,West Washington M.S.,148,125,71,7,3,44
2016-01-22,05-Fri,North King High,367,319,13,52,247,7
2016-01-22,05-Fri,South Jefferson H.S.,385,379,79,183,107,10
2016-01-22,05-Fri,North York H.S.,280,264,40,124,79,21
2016-01-22,05-Fri,East Roosevelt H.S.,195,172,61,27,69,15
2016-01-22,05-Fri,South Arthur High,414,347,100,1,142,104
2016-01-22,05-Fri,South Truman H.S.,319,288,8,33,230,17
2016-01-22,05-Fri,East Washington H.S.,212,209,51,72,29,57
2016-01-22,05-Fri,East York High,126,109,52,39,2,16
2016-01-22,05-Fri,South Washington High,332,320,31,79,162,48
2016-01-25,01-Mon,North Roosevelt M.S.,485,416,96,203,64,53
2016-01-25,01-Mon,West Lincoln High,213,209,49,34,49,77
2016-01-25,01-Mon,Outer Jefferson H.S.,482,464,56,84,130,194
2016-01-25,01-Mon,Central Washington H.S.,238,198,33,51,9,105
2016-01-25,01-Mon,West Truman H.S.,299,247,33,6,124,84
2016-01-25,01-Mon,Central Jefferson M.S.,413,389,146,38,110,95
2016-01-25,01-Mon,Central Roosevelt M.S.,332,289,169,12,92,16
2016-01-25,01-Mon,West Washington M.S.,148,127,46,29,43,9
2016-01-25,01-Mon,North King High,367,319,56,26,138,99
2016-01-25,01-Mon,South Jefferson H.S.,385,299,24,27,167,81
2016-01-25,01-Mon,North York H.S.,280,270,132,44,27,67
2016-01-25,01-Mon,East Roosevelt H.S.,195,174,67,24,29,54
2016-01-25,01-Mon,South Arthur High,414,349,50,100,114,85
2016-01-25,01-Mon,South Truman H.S.,319,311,65,90,4,152
2016-01-25,01-Mon,East Washington H.S.,212,204,80,26,90,8
2016-01-25,01-Mon,East York High,126,115,12,38,42,23
2016-01-25,01-Mon,South Washington High,332,298,138,100,23,37
2016-01-26,02-Tue,North Roosevelt M.S.,485,391,38,169,62,122
2016-01-26,02-Tue,West Lincoln High,213,206,30,84,12,80
2016-01-26,02-Tue,Outer Jefferson H.S.,482,445,154,51,95,145
2016-01-26,02-Tue,Central Washington H.S.,238,181,36,31,74,40
2016-01-26,02-Tue,West Truman H.S.,299,281,137,23,63,58
2016-01-26,02-Tue,Central Jefferson M.S.,413,395,160,115,38,82
2016-01-26,02-Tue,Central Roosevelt M.S.,332,298,96,142,28,32
2016-01-26,02-Tue,West Washington M.S.,148,124,61,49,10,4
2016-01-26,02-Tue,North King High,367,348,111,151,11,75
2016-01-26,02-Tue,South Jefferson H.S.,385,357,149,119,36,53
2016-01-26,02-Tue,North York H.S.,280,257,33,105,92,27
2016-01-26,02-Tue,East Roosevelt H.S.,195,176,56,18,0,102
2016-01-26,02-Tue,South Arthur High,414,410,86,61,129,134
2016-01-26,02-Tue,South Truman H.S.,319,290,86,36,127,41
2016-01-26,02-Tue,East Washington H.S.,212,182,68,81,15,18
2016-01-26,02-Tue,East York High,126,118,35,29,11,43
2016-01-26,02-Tue,South Washington High,332,315,16,57,123,119
2016-01-27,03-Wed,North Roosevelt M.S.,485,455,150,41,246,18
2016-01-27,03-Wed,West Lincoln High,213,206,75,90,20,21
2016-01-27,03-Wed,Outer Jefferson H.S.,482,479,158,74,109,138
2016-01-27,03-Wed,Central Washington H.S.,238,202,11,85,33,73
2016-01-27,03-Wed,West Truman H.S.,299,291,145,22,70,54
2016-01-27,03-Wed,Central Jefferson M.S.,413,384,120,94,72,98
2016-01-27,03-Wed,Central Roosevelt M.S.,332,299,22,138,25,114
2016-01-27,03-Wed,West Washington M.S.,148,121,16,48,11,46
2016-01-27,03-Wed,North King High,367,340,156,100,5,79
2016-01-27,03-Wed,South Jefferson H.S.,385,297,135,29,114,19
2016-01-27,03-Wed,North York H.S.,280,263,135,31,24,73
2016-01-27,03-Wed,East Roosevelt H.S.,195,189,97,50,26,16
2016-01-27,03-Wed,South Arthur High,414,343,13,20,23,287
2016-01-27,03-Wed,South Truman H.S.,319,300,31,3,240,26
2016-01-27,03-Wed,East Washington H.S.,212,187,80,20,69,18
2016-01-27,03-Wed,East York High,126,106,18,48,18,22
2016-01-27,03-Wed,South Washington High,332,321,131,146,33,11
2016-01-28,04-Thu,North Roosevelt M.S.,485,454,83,211,33,127
2016-01-28,04-Thu,West Lincoln High,213,212,9,127,31,45
2016-01-28,04-Thu,Outer Jefferson H.S.,482,440,219,114,37,70
2016-01-28,04-Thu,Central Washington H.S.,238,221,32,14,166,9
2016-01-28,04-Thu,West Truman H.S.,299,271,55,77,34,105
2016-01-28,04-Thu,Central Jefferson M.S.,413,351,4,97,208,42
2016-01-28,04-Thu,Central Roosevelt M.S.,332,320,129,45,139,7
2016-01-28,04-Thu,West Washington M.S.,148,109,2,7,13,87
2016-01-28,04-Thu,North King High,367,363,182,19,76,86
2016-01-28,04-Thu,South Jefferson H.S.,385,316,11,97,150,58
2016-01-28,04-Thu,North York H.S.,280,273,108,107,48,10
2016-01-28,04-Thu,East Roosevelt H.S.,195,191,81,50,4,56
2016-01-28,04-Thu,South Arthur High,414,357,152,101,100,4
2016-01-28,04-Thu,South Truman H.S.,319,299,134,64,28,73
2016-01-28,04-Thu,East Washington H.S.,212,192,62,85,42,3
2016-01-28,04-Thu,East York High,126,125,25,21,63,16
2016-01-28,04-Thu,South Washington High,332,271,129,16,76,50
2016-01-29,05-Fri,North Roosevelt M.S.,485,423,136,207,54,26
2016-01-29,05-Fri,West Lincoln High,213,201,62,91,8,40
2016-01-29,05-Fri,Outer Jefferson H.S.,482,454,184,100,65,105
2016-01-29,05-Fri,Central Washington H.S.,238,235,55,0,14,166
2016-01-29,05-Fri,West Truman H.S.,299,280,99,47,50,84
2016-01-29,05-Fri,Central Jefferson M.S.,413,356,69,56,88,143
2016-01-29,05-Fri,Central Roosevelt M.S.,332,305,50,50,68,137
2016-01-29,05-Fri,West Washington M.S.,148,125,31,41,42,11
2016-01-29,05-Fri,North King High,367,332,2,120,59,151
2016-01-29,05-Fri,South Jefferson H.S.,385,296,119,59,29,89
2016-01-29,05-Fri,North York H.S.,280,272,37,26,71,138
2016-01-29,05-Fri,East Roosevelt H.S.,195,179,41,23,35,80
2016-01-29,05-Fri,South Arthur High,414,357,63,3,211,80
2016-01-29,05-Fri,South Truman H.S.,319,289,96,12,72,109
2016-01-29,05-Fri,East Washington H.S.,212,190,97,18,63,12
2016-01-29,05-Fri,East York High,126,125,22,51,19,33
2016-01-29,05-Fri,South Washington High,332,257,77,74,11,95
2016-02-01,01-Mon,North Roosevelt M.S.,485,431,147,206,4,74
2016-02-01,01-Mon,West Lincoln High,213,211,66,51,18,76
2016-02-01,01-Mon,Outer Jefferson H.S.,482,470,212,124,87,47
2016-02-01,01-Mon,Central Washington H.S.,238,207,122,12,71,2
2016-02-01,01-Mon,West Truman H.S.,299,258,136,68,23,31
2016-02-01,01-Mon,Central Jefferson M.S.,413,341,192,122,1,26
2016-02-01,01-Mon,Central Roosevelt M.S.,332,328,181,83,6,58
2016-02-01,01-Mon,West Washington M.S.,148,124,6,15,95,8
2016-02-01,01-Mon,North King High,367,332,45,103,30,154
2016-02-01,01-Mon,South Jefferson H.S.,385,310,167,119,8,16
2016-02-01,01-Mon,North York H.S.,280,269,75,91,44,59
2016-02-01,01-Mon,East Roosevelt H.S.,195,174,103,39,28,4
2016-02-01,01-Mon,South Arthur High,414,387,126,64,96,101
2016-02-01,01-Mon,South Truman H.S.,319,317,175,55,78,9
2016-02-01,01-Mon,East Washington H.S.,212,178,74,61,8,35
2016-02-01,01-Mon,East York High,126,120,48,13,57,2
2016-02-01,01-Mon,South Washington High,332,265,16,13,56,180
2016-02-02,02-Tue,North Roosevelt M.S.,485,476,66,193,97,120
2016-02-02,02-Tue,West Lincoln High,213,205,31,6,43,125
2016-02-02,02-Tue,Outer Jefferson H.S.,482,441,106,190,88,57
2016-02-02,02-Tue,Central Washington H.S.,238,202,114,24,61,3
2016-02-02,02-Tue,West Truman H.S.,299,265,9,131,84,41
2016-02-02,02-Tue,Central Jefferson M.S.,413,398,119,175,2,102
2016-02-02,02-Tue,Central Roosevelt M.S.,332,310,180,114,6,10
2016-02-02,02-Tue,West Washington M.S.,148,145,5,8,81,51
2016-02-02,02-Tue,North King High,367,366,68,32,142,124
2016-02-02,02-Tue,South Jefferson H.S.,385,325,90,153,55,27
2016-02-02,02-Tue,North York H.S.,280,264,67,49,79,69
2016-02-02,02-Tue,East Roosevelt H.S.,195,193,72,65,47,9
2016-02-02,02-Tue,South Arthur High,414,349,135,153,26,35
2016-02-02,02-Tue,South Truman H.S.,319,300,61,32,147,60
2016-02-02,02-Tue,East Washington H.S.,212,179,56,34,77,12
2016-02-02,02-Tue,East York High,126,112,55,11,37,9
2016-02-02,02-Tue,South Washington High,332,291,157,0,28,106
2016-02-03,03-Wed,North Roosevelt M.S.,485,440,117,12,150,161
2016-02-03,03-Wed,West Lincoln High,213,208,27,41,94,46
2016-02-03,03-Wed,Outer Jefferson H.S.,482,461,211,58,121,71
2016-02-03,03-Wed,Central Washington H.S.,238,212,38,65,24,85
2016-02-03,03-Wed,West Truman H.S.,299,249,98,50,33,68
2016-02-03,03-Wed,Central Jefferson M.S.,413,381,139,63,108,71
2016-02-03,03-Wed,Central Roosevelt M.S.,332,310,14,92,146,58
2016-02-03,03-Wed,West Washington M.S.,148,145,70,39,7,29
2016-02-03,03-Wed,North King High,367,336,70,85,30,151
2016-02-03,03-Wed,South Jefferson H.S.,385,384,71,96,99,118
2016-02-03,03-Wed,North York H.S.,280,261,118,129,2,12
2016-02-03,03-Wed,East Roosevelt H.S.,195,173,22,13,31,107
2016-02-03,03-Wed,South Arthur High,414,390,45,63,139,143
2016-02-03,03-Wed,South Truman H.S.,319,296,125,1,152,18
2016-02-03,03-Wed,East Washington H.S.,212,182,62,76,7,37
2016-02-03,03-Wed,East York High,126,125,22,43,11,49
2016-02-03,03-Wed,South Washington High,332,279,110,66,52,51
2016-02-04,04-Thu,North Roosevelt M.S.,485,450,49,47,234,120
2016-02-04,04-Thu,West Lincoln High,213,202,7,114,28,53
2016-02-04,04-Thu,Outer Jefferson H.S.,482,470,225,127,104,14
2016-02-04,04-Thu,Central Washington H.S.,238,200,57,45,65,33
2016-02-04,04-Thu,West Truman H.S.,299,272,43,103,13,113
2016-02-04,04-Thu,Central Jefferson M.S.,413,404,228,158,8,10
2016-02-04,04-Thu,Central Roosevelt M.S.,332,292,28,95,47,122
2016-02-04,04-Thu,West Washington M.S.,148,132,22,10,83,17
2016-02-04,04-Thu,North King High,367,346,6,64,173,103
2016-02-04,04-Thu,South Jefferson H.S.,385,319,129,29,119,42
2016-02-04,04-Thu,North York H.S.,280,261,130,10,68,53
2016-02-04,04-Thu,East Roosevelt H.S.,195,192,6,39,136,11
2016-02-04,04-Thu,South Arthur High,414,358,18,85,245,10
2016-02-04,04-Thu,South Truman H.S.,319,305,87,70,86,62
2016-02-04,04-Thu,East Washington H.S.,212,181,12,61,89,19
2016-02-04,04-Thu,East York High,126,109,29,34,0,46
2016-02-04,04-Thu,South Washington High,332,287,93,114,34,46
2016-02-05,05-Fri,North Roosevelt M.S.,485,471,203,64,88,116
2016-02-05,05-Fri,West Lincoln High,213,203,54,32,21,96
2016-02-05,05-Fri,Outer Jefferson H.S.,482,439,233,75,113,18
2016-02-05,05-Fri,Central Washington H.S.,238,209,13,90,18,88
2016-02-05,05-Fri,West Truman H.S.,299,239,51,21,18,149
2016-02-05,05-Fri,Central Jefferson M.S.,413,398,38,41,136,183
2016-02-05,05-Fri,Central Roosevelt M.S.,332,290,52,57,178,3
2016-02-05,05-Fri,West Washington M.S.,148,115,63,32,16,4
2016-02-05,05-Fri,North King High,367,351,25,19,304,3
2016-02-05,05-Fri,South Jefferson H.S.,385,351,141,33,29,148
2016-02-05,05-Fri,North York H.S.,280,268,54,107,64,43
2016-02-05,05-Fri,East Roosevelt H.S.,195,183,100,74,4,5
2016-02-05,05-Fri,South Arthur High,414,358,15,48,34,261
2016-02-05,05-Fri,South Truman H.S.,319,298,16,53,100,129
2016-02-05,05-Fri,East Washington H.S.,212,211,96,12,62,41
2016-02-05,05-Fri,East York High,126,113,13,50,40,10
2016-02-05,05-Fri,South Washington High,332,313,80,109,61,63
2016-02-08,01-Mon,North Roosevelt M.S.,485,423,36,103,277,7
2016-02-08,01-Mon,West Lincoln High,213,211,120,63,11,17
2016-02-08,01-Mon,Outer Jefferson H.S.,482,462,147,197,26,92
2016-02-08,01-Mon,Central Washington H.S.,238,209,107,29,1,72
2016-02-08,01-Mon,West Truman H.S.,299,291,96,72,4,119
2016-02-08,01-Mon,Central Jefferson M.S.,413,346,117,119,5,105
2016-02-08,01-Mon,Central Roosevelt M.S.,332,281,103,40,77,61
2016-02-08,01-Mon,West Washington M.S.,148,139,58,9,10,62
2016-02-08,01-Mon,North King High,367,359,207,79,18,55
2016-02-08,01-Mon,South Jefferson H.S.,385,339,46,71,111,111
2016-02-08,01-Mon,North York H.S.,280,260,29,31,139,61
2016-02-08,01-Mon,East Roosevelt H.S.,195,172,42,21,90,19
2016-02-08,01-Mon,South Arthur High,414,413,16,176,15,206
2016-02-08,01-Mon,South Truman H.S.,319,290,172,24,0,94
2016-02-08,01-Mon,East Washington H.S.,212,208,13,20,128,47
2016-02-08,01-Mon,East York High,126,104,6,27,16,55
2016-02-08,01-Mon,South Washington High,332,265,133,56,52,24
